dish_name,description,spice,views,rating,number_of_votes,serves,dietary_info,ingredients,instructions,prep_time,cook_time
Piri Piri Sauce,Hot Pepper Sauce,hot,43207,4.1,13.0,,['LACTOSE-FREE'],"['5-10 fresh red chillies, depending on how hot you want it', '2 dried smoked red chillies', '2 garlic cloves, roughly chopped', '1 tsp rock salt', '½ tsp oregano', '½ tbsp smoked paprika', '150ml olive oil', '100ml red wine vinegar']","['Preheat the oven to 180°C and put all the chillies onto a roasting tray and roast them for 10 minutes.', 'Roughly chop the garlic and blanch in hot water for about 4 minutes.', 'Once roasted let the chillies cool and roughly chop them (use gloves and then wash your hands afterwards).', 'Place the chillies, blanched garlic, salt, oregano, paprika, olive oil and vinegar into a small saucepan, and bring to the boil then leave to simmer for about 2-3 minutes.', ""Once the mixture has cooled blend everything so it's the consistency of a fine pouring sauce. Store in a tight jar at room temperature. It will keep for about a month. Shake before using.""]",5,10
Pitta Bread with Carom Seeds,Middle Eastern Bread,none,6638,5.0,,4.0,['VEGETARIAN'],"['250g brown flour', '1 tsp ajwain (carom seeds)', '1 tsp salt', '7g instant yeast', '2 tsp rapeseed oil', '160ml water', 'Extra flour for dusting']","['Tip the flour into the mixing bowl of your stand mixer with the dough hook attached and add the ajwain, salt to one side and the yeast to the other.', 'Add the oil and 120ml of the water and start to mix. Add the remaining water a little at a time until you have a soft, sticky dough (you may not need all the water).', 'With a little oil knead the dough for 5-10 minutes. The dough will become less sticky and start to feel smooth.', 'Lightly oil a bowl and place the dough in the bowl, cover and leave in a warm room until it doubles in size approx. 1-2 hours.', 'Heat the oven to 220ºC, and place a baking tray in the centre to heat up. You can also use a baking stone if you have one.', ""Dust your worktop with flour and knock back the dough and kneed for a few mintues until it's soft."", ""Divide it into 6 equal portions and then shape each one into a ball. Flatten with your fingertips and start to roll it out into an oval shape that's about 1cm thick."", 'Take the hot tray out of the oven, dust with flour and lay the pittas on it.', 'Bake for 5- 10 minutes until they puff up and just start to brown.', 'Immediatly, wrap them in a clean tea towel. This traps in the steam and keeps them lovely and soft, and leave to cool.']",20,5
Plain Basmati Rice,Chaul,mild,75695,4.0,24.0,4.0,['VEGETARIAN'],"['1 mug of washed basmati rice', '2 mugs of cold water']","['Wash the rice till the water runs clear - this is done by putting the rice in a pan stirring and draining, repeat and wash again until the water is clear. You will need to do this a few times. I always measure my rice in a mug (a standard mug will feed 3-4 people) and you will need twice the amount of water to rice to cook them perfectly.', 'Put your washed rice in a wide based pan and add twice the amount of cold water.', 'Begin to heat up the pan and bring it to a rolling boiling. Reduce the heat to the lowest setting possible and put the lid on the pan. Leave to cook for exactly 12 minutes. However tempted you maybe do not remove the lid.', 'After 12 minutes remove from the heat, take the lid off and leave for a few minutes.', ""All the water will have been absorbed and each grain will be separate - using a fork gently fluff up the rice don't just plunge straight in with a spoon""]",5,15
Pomegranate Raita,10 mins,none,40557,4.2,19.0,6.0,[],"['250g plan Greek yoghurt', '½ tsp roasted cumin', '1 tsp jaggery (or brown sugar)', '2 tbsp pomegranate seeds', '2 tbsp grated cucumber', '½\xa0tsp salt']","['Put the yoghurt into a bowl and beat it a little to aerate.', 'Toast the cumin seeds in a frying pan until fragrant then add to the yoghurt.', 'Mix all the other ingredients and stir through']",10,0
Power Salad Jar,Spiced Salad Jar,mild,9798,5.0,,4.0,['HEALTHY'],"['100g wild rice, cooked', '1 tbsp rapeseed oil', '1 small onion', '1 tsp mustard seeds', '1 tsp cumin seeds', '2 cloves garlic', '2 chicken breasts, sliced (you can use cooked chicken too)', '1 tsp salt', '1 tsp turmeric', '½ tsp Kashmiri chilli powder', '3 cm ginger, grated', '1 green chilli finely chopped']","['Heat the oven to 180ºC', 'Coat the diced butternut squash in a little oil and a sprinkle of cumin seeds and chilli.', 'Bake for 25 minutes until soft and charred. Remove and cool.', 'At the same time coat the kale in a sprinkle of oil with some cumin and cook in the oven for 10 minutes until crisp – do not let it brown too much.Remove and leave to cool.', 'Cook the rice as per the instructions on the pack.', 'Heat oil in a pan and add the mustard and cumin seeds until they sizzle and become fragrant.', 'Add the onion and cook until translucent and add the garlic. Sauté for 3-4 minutes.', 'Add the sliced chicken and stir for 3-4 minutes.', 'Add the salt, turmeric and chilli powder with the ginger and chilli and continue to cook. You can add a little splash of water if it feels too dry. Once the chicken is cooked through (about 5-6 minutes), remove from the heat and check the seasoning. Stir in the cooked rice. Leave to cool.', 'Toast the walnuts in a dry frying pan for about 3-4 minutes, until golden. Cool, then roughly crush in a pestle and mortar.', 'Heat a griddle and sear the avocado slices until charred.', 'Build your salad with the butternut squash, chicken mixture, the griddled avocado, the crispy kale and sprinkle over the crushed toasted walnuts.', 'Mix together all the dressing ingredients in a jar and pour over the salad.']",10,30
Pumpkin Curry Recipe,Hot and sour pumpkin curry,medium,86784,4.0,49.0,4.0,[],"['500g pumpkin peeled and chopped into cubes,', '1 tbsp vegetable oil,', '½\xa0tsp fenugreek seeds,', '1 dried chilli (optional)', '1 tsp cumin seeds,', '1 tsp chilli powder,', '1 tsp turmeric,', '1 tsp coriander seeds, crushed', '1 green chilli, chopped', '1 tsp salt', '1 tsp sugar (optional)', '1 green chilli, sliced (optional)', '2 tsp amchoor or 1 tbsp tamarind water', 'Handful of fresh coriander']","['Heat oil on a gentle heat and\xa0add the cumin and fenugreek seeds and 1 dried chilli until they splutter.', 'Reduce the heat and add chilli powder, turmeric, coriander and fry for five minutes.', 'Stir in the fresh green chillies, pumpkin, salt and sugar (optional).', 'Cover and cook for 20 minutes until soft, stirring occasionally.', 'If there is a lot of moisture in the dish, increase the heat and stir until the consistency is thick and lovely.', 'Remove from the heat and add the split chillies and amchoor or tamarind. If using a block of tamarind take a 5cm piece and rehydrate in approx. 100ml of boiling water. Sieve, discard the solids and use the water. Stir to absorb.', 'Garnish with a handful of coriander.']",10,20
Punjabi Piyaz,Punjabi Onion Salad,hot,71715,3.7,26.0,6.0,['VEGETARIAN'],"['2 red onions, finely sliced in rings', 'large pinch of fresh coriander, chopped', '1 green chilli, chopped', '1 lemon', '1 tsp Kashmiri chilli powder', 'salt to taste', 'chaat masala (optional)']","['Place the sliced onions in a bowl', 'Add the chopped coriander and chopped chilli.', 'Squeeze in the juice from the lemon', 'Add the chilli powder, salt and chaat masala if using', 'Using your hands mix everything together and serve']",10,0
Punjabi Style Stuffed Karela,Stuffed Bitter Gourd,medium,136908,3.5,101.0,6.0,[],"['6 bitter gourds (karela)', '1 tsp cumin seeds, crushed', '1 large onion, finely chopped', '3 tbsp mustard oil', '4 cloves garlic, finely chopped', '3 cm piece ginger, finely chopped', '1 tsp salt', '2 chillies, chopped', '1 tsp turmeric', '1 tsp amchoor', '1 tsp coriander seeds,crushed', '1 tsp fennel seeds, crushed', '']","['Prepare the karela by washing and drying them then using a peeler peel off the bumpy green skin and keep in a bowl.', 'Slice open the tummy of each karela without going all the way through and scrape out the inside including the seeds using a teaspoon into the same bowl. This will make the stuffing.', 'Heat mustard oil in a cast iron pan and add the cumin seeds, as these sizzle and become fragrant stir in the onions and fry until translucent', 'Add the ginger and garlic and then the stuffing. Fry until the onions are golden brown (5-10 minutes). This is very important as the seeds will crisp up.', 'Once browned stir in the amchoor, fennel, coriander, chilli, salt and turmeric. Fry for a few seconds and remove from the heat.', 'Once cooled use a spoon or your hands and stuff the skins with equal amounts of the mixture. Hands are better as you will also cover the outside with the juices and oils from the stuffing as well.', 'Press the stuffing into the skins. You can use a little cotton thread to wrap around each one to help hold their stuffing in.', 'To cook the Karela you can either fry them or bake them. So either place the karela back into the pan with a little oil and cook them evenly until they turn a golden brown colour all over. Or place onto an oven tray and cook in the oven for 30 minutes until soft and browned all over. These are delicious served with a red lentil dhal, plain yoghurt and roti. Once cooked the karela will keep refrigerated for up to a week.']",20,40
Punjabi Tomato Relish,1 hr 10 mins,medium,32921,3.4,13.0,8.0,['VEGETARIAN'],"['1 fresh tomato, roughly chopped', 'handful of coriander, roughly chopped', '3cm fresh ginger', '1 tsp salt', '½ tsp Kashmiri chilli powder, (optional)', '1 tbsp vegetable oil', '1 tsp kalonji seeds', '1 tsp fennel seeds', '1 tsp mustard seeds', '1 tsp cumin seeds', '1 tsp fenugreek leaves']","['Place tomato, coriander, ginger into a blender and blitz to a pulp.', 'Heat the oil in a heavy pan and add all the spices until they sizzle & become fragrant. This should only take a minute.', 'Pour the pulp into the pan and heat through for a minute. Pour into a serving dish and leave to cool before serving. Store in a sealed jar and keep in the fridge for up to 2 weeks.']",10,60
Quinoa Kosumbari,Healthy Indian Quinoa Salad,mild,34784,4.1,28.0,4.0,['VEGETARIAN'],"['1 cup Quinoa', '2 cups of water (to cook in)', 'salt to taste', '1 tsp butter (optional)', 'half a cucumber', '1 tbsp Sesame oil', '¼ tsp asafetida', '1 tsp mustard seeds', '2 tbsp cashew nuts', '1 green chilli', 'handful of coconut, grated', 'handful of coriander, chopped']","['Wash the quinoa in three changes of water to get rid of the bitter coating. Leave it to soak in water for 10 minutes.', 'Bring the water (2 parts to 1 part Quinoa) to the boil and add the quinoa, salt and a knob of butter to it.', 'When it starts to boil reduce the heat to a simmer and cook for about 15 minutes.', 'Peel the cucumber and scoop out the seeds with a spoon - chop into a fine dice and set to one side.', 'In a small pan heat the oil and add the asafoetida, mustard seeds, cashew nuts and green chillis.', 'Once toasted (few seconds) pour this into the cooked quinoa and fork it through.', 'Add the cucumber, grated coconut and lemon juice and mix it all through.', 'Sprinkle in the fresh chopped coriander and serve.']",10,15
Raajma,Kidney Bean Curry,medium,44402,4.5,30.0,6.0,[],"['200g red\xa0kidney beans, soaked overnight', '1 small onion, finley diced', '4 cloves of garlic, finely chopped', '1L water', '200g tinned plum tomatoes (½ tin)', '2 tsp ginger, grated', '1 tsp salt', '1 chilli, roughly chopped', '1 tsp turmeric', '1 tsp garam masala', 'handful of coriander, chopped']","['Put the soaked red kidney beans and any liquid into the pressure cooker', 'Add more water to make up about 1L water and add the salt. Put the lid on and bring to the boil (when it whistles) reduce heat and simmer for 30 minutes.', 'Turn off and leave to cool – DO NOT REMOVE THE LID', 'In a frying pan heat oil and add the onion and garlic, fry until brown.', 'Reduce heat and stir in the tomatoes, ginger, chilli, turmeric and cook for about 5-10 minutes to create a thick shiny masala paste.', 'Ensure the steam has been released from the cooker and open the lid. Check the beans are cooked by squeezing them between your fingers. If they are soft they and squash easily they are ready. If not check the water level (add more if required) place the lid on the pressure cooker again and bring to boil, simmer and leave to cook for a further 10 minutes.', 'Once the red kidney beans are cooked add the masala paste and stir. Leave on a gentle heat for about 5 minutes.', 'Add garam masala and chopped coriander to serve.']",5,40
Radish and Lemon Salad,A Healthy and Crunchy Mooli Salad,medium,49854,3.3,26.0,4.0,['VEGETARIAN'],"['10-12 radishes', '1 handful coriander leaves', '½\xa0green chilli', '1 tsp cumin seeds', '2cm piece ginger, grated', '1 lemon', 'Salt to taste', 'splash of olive oil (optional)']","['Finely slice the radishes and place them into a bowl', 'Chop the coriander leaves and chilli and add to the bowl', 'Toast the cumin seeds in a dry pan until you can smell their aroma then crush the seeds in a pestle and mortar. Sprinkle into the same bowl with the radish.', 'Grate in the ginger, and squeeze in the lemon juice (and oil if using).', 'Sprinkle in a little salt and mix everything together.']",10,0
Rasam,South Indian Spiced Soup,hot,31943,4.6,23.0,4.0,['VEGETARIAN'],"['4 cloves garlic', '10cm ginger', '20 curry leaves with stalks', '1 heaped tsp peppercorn', '2 dried red chillies', '1 heaped tsp cumin seeds', '1 tsp turmeric']",['Grind all the ingredients for the paste together in a blender to make a rough paste.'],10,20
Red Chilli Sauce,Habenaro Chilli Sauce,hot,73997,3.6,21.0,,['HEALTHY'],"['150g habanero chillies', '50g red birds eye chillies (or for a milder sauce jalapenos)', '1 large onion, sliced', '1 garlic bulb', '1 tsp salt (to taste)', '60ml vinegar']","['Put kitchen gloves on and remove the stalks from the chillies.', 'Place on an oven tray with the whole bulb of garlic.\xa0Heat the oven to 180°C and\xa0roast for 15-20 minutes.', 'Peel the garlic cloves and place into a pan with the chillies.', 'Add the remaining ingredients to the pan and simmer for 30 minutes. Remove from the heat and leave to cool.', 'Pour into a liquidiser and blend to a fine puree. If you want the sauce to be a thick sauce then leave it as it is but for a thinner sauce sieve. Store in a sealed jar - this will keep for three weeks in the fridge.']",10,30
Red Lentil Dhal,Masoor di Dhal,medium,576234,3.7,517.0,4.0,['VEGETARIAN'],"['200g red lentils, washed', '900ml water (approx.)', '1 tsp of salt']","['Place lentils in a pan with the salt, cover with the water and bring to the boil.', 'Remove the froth, reduce the heat and leave to simmer for 10 minutes. Check the lentils are cooked by squeezing them between your fingers. Once soft remove from the heat.', 'In a frying pan heat the oil or ghee. Add the dried chilli, bay leaf and the cumin seeds.', 'When the seeds sizzle, add the onion and garlic and fry until lightly browned. Reduce the heat and add the tomatoes, ginger, turmeric, fenugreek and the chopped chilli. Gently let the ingredients cook down for about 10 minutes to make a thick masala paste.', ""Add a ladle full of the lentils (dhal) to the masala paste in the frying pan and stir together, then empty all the contents back into the pan with the lentils and stir. It should have the consistency of a thick soup but if it's too thick just add a little boiling water and remove from the heat. If you prefer it thicker just leave it on the heat to reduce until you get the consistency you want."", 'Check the seasoning and add a little salt if required. Stir in the garam masala and coriander to serve.']",10,20
Roasted Red Pepper and Tomato Chutney,1 hr 10 mins,medium,32188,3.9,17.0,12.0,['VEGETARIAN'],"['1 large red onion, roughly chopped', '4 cloves of garlic, roughly chopped', '2 red peppers, roughly chopped', '500g of fresh cherry tomatoes', '1 tsp cumin seeds', '2 tbs oil', '1 tbsp of vinegar', '1 tsp salt', '1 green chilli']","['Place the onions, garlic, peppers, and tomatoes into a roasting tin.', 'Add the oil, vinegar, salt, chilli, cumin and toss well.', 'Roast at 180ºC for about an hour, or until the peppers are soft, the tomatoes have burst, the onions should be soft and starting to caramelising.', 'Transfer everything into a blender blend.', 'Push this through a sieve, store in a jar. It should keep for two weeks in the fridge.']",10,60
Roti,Unleavened Flat Bread,,108368,4.1,37.0,4.0,['VEGETARIAN'],"['500g whole-wheat flour (atta)', '300ml Water approx.', '1 tsp butter or oil']","['Put the atta in a bowl and adding a little water at a time bring the flour together with your hands to make dough.', 'Start to knead the dough using your knuckles, folding it over as you go. The dough should come together and come away from your hand and the bowl. If it is sticky add a little more flour and continue to knead. The dough needs to be soft but not sloppy. Set to one side for at least half an hour before making the roti.', 'Put some dry atta on a flat plate for dusting. Heat up the thava on the lowest setting, flour your hands and take a tangerine sized ball of dough.', 'Roll the dough in the palms of your hands creating a smooth ball.', 'Flatten it using your fingers then holding the dough in one hand rotate it round and flatten out with the other.', 'Flour again and begin to roll out. Turn it over, flour and roll again, try not to let it stick. When it is about 7cm in diameter pick it up and pass from one hand the other as if you are clapping.', 'This evens it out and removes the excess flour.', 'To cook, heat the tava which is an Indian griddle pan (but a non stick frying pan will do) and carefully place the roti flat on to it. Try not to let the roti fold.', 'You will see the colour of the roti darken after about 10 seconds, turn the roti over. If using gas - turn the heat down a little and when bubbles appear after about 10 seconds take the thava off the hob and put the roti directly onto the flame.', ""The roti will begin to puff up, turn it over using tongs and move it around so it doesn't burn. If you are not using a gas cooker or are not comfortable using a naked flame leave the roti on the pan. Turn the heat down a little and when bubbles appear turn the roti over.\xa0Using a clean tea towel gently press the top of the roti and it will begin to blow up with hot steam."", 'Work quickly, turning and pressing until it has all blown up. Be careful not to burn yourself. Remove the roti and set it on a clean tea towel and cover to keep warm.']",30,5
Saag Aloo,Spinach with Potatoes and Indian Spices,hot,301195,3.4,265.0,4.0,['VEGETARIAN'],"['1 tbsp mustard oil', '1 tsp mustard seeds', '1 tsp cumin seeds', 'Pinch asafoetida', '2 garlic cloves, sliced', '1 tbsp ginger, thinly sliced', '2 tomatoes, chopped', '600g baby spinach, finely sliced', '4 potatoes, peeled & chopped into 3cm cubes (go for floury potatoes such as maris pipers, waxy ones will take longer to cook)', '1 tsp salt or to taste', '1 or 2 chillies, finely sliced', '1 tsp garam masala']","['Heat the oil in a karahi or wok. Add the mustard seeds, and just as they begin to pop, add the cumin seeds and asafoetida.', 'Add the garlic and ginger and fry for a few minutes on a gentle heat. Then stir in the tomatoes, chilli and salt to taste.', ""Cook the tomatoes on the same heat until they have turned to a soft pulp. Then add the cubed potatoes and stir them gently to coat them in the sauce. Don't be too heavy-handed as you don't want to mash the cooked potatoes."", 'Reduce the heat and place a lid on the pan. Cook for about 10 minutes, remembering to stir occasionally. You may need to add a splash of water halfway through to stop the potatoes sticking to the pan and leave to cook.', 'Once the potatoes have just turned soft (time depends on the potatoes your have used) , add the spinach to the pan and stir gently.', 'Cook for a further few minutes until the spinach has wilted down. If there is any liquid in the pan at this point, just increase the heat to dry the dish out.', 'Sprinkle the garam masala over the top before serving.']",10,25
Saag Paneer,Puréed Spinach with Paneer,medium,82679,3.8,66.0,4.0,['VEGETARIAN'],"['1 tbsp butter / 2 tbsp vegetable oil', '750g baby spinach, washed', '1-2 green chillies, roughly chopped']","['Heat the butter or oil in a pan and add the washed spinach. Sauté until the leaves just wilt.', 'Once cooled add one or two roughly chopped chillies to the pan and using a hand blender blitz the cooked spinach and chillies in to a smooth paste - set to one side.']",20,30
Saag Walee Roti,Unleavened Spinach Flatbread,none,11661,4.9,10.0,6.0,['VEGETARIAN'],"['260g chakki atta or atta flour (half wholemeal and half plain works as well)', '½ tsp salt', '2 tsp oil', '50g big handful of spinach', '100ml warm milk']","['Heat water in a pan and add spinach. Blanch and remove the spinach, and then rinse under cold water.', 'Place in a blender and add the milk. Blitz to a puree and set to one side.', 'Mix flour, salt and oil together. Pour in the spinach and milk puree a little at a time and knead to a soft dough. Cover with a tea towel and set to one side for 20 minutes.']",25,5
Saffron Potatoes,Kesar wala Aloo,medium,26237,3.3,12.0,4.0,[],"['4 large potatoes', '1 tbsp oil', '290ml boiling water', 'pinch of saffron strands', 'salt to taste', '1 tsp garam masala', '1 tsp chilli flakes']","['Pour boiling water into a jug and add the saffron.', 'Wash and scrub potatoes then cut into chunky wedges with the skin left on.', 'In a large non-stick frying pan or oven tray heat the vegetable oil. Once hot add the wedges and saute then until they are starting to brown (about five minutes).', 'Add the salt, pepper, garam masala to coat the potatoes.', 'Then add the chilli flakes and pour in the saffron water.', 'Simmer this on a rapid heat for about six or seven minutes.', 'Reduce the heat and leave the potatoes to cook gently for about 15 minutes until the potatoes are soft and most of the water has evapourated.']",10,15
Salt and Chilli Almonds,Spiced Roasted Almonds,medium,12076,4.5,2.0,4.0,['VEGETARIAN'],"['500g almonds', '1 tsp salt', '1 tbsp hot water', '2 tbsp olive oil', '1 tsp chilli powder', '1 tsp garlic granules', 'Sea salt to taste', '1 tsp chilli flakes (optional)']","['Heat oven to 190°C degrees and line a large baking sheet with silicone or grease proof paper.', 'Place the raw almonds in a large mixing bowl', 'Stir 1 teaspoon of salt into the hot water until most of it dissolves and pour over the nuts in the bowl and mix until they are all coated.', 'Place the almonds onto the prepared baking sheet in a single layer and bake in the oven for about 8 minutes, stir well and spread back into a single layer and bake another 7-8 minutes (about 15 minutes total). Keep an eye on them as they can burn quickly.', 'Mix the olive oil with the chilli powder and garlic granules.', 'Place the hot nuts back into the large bowl and pour the olive oil over them. Toss well until all the nuts are coated.', 'Sprinkle on a little sea salt and chilli flakes and mix through.', 'Spread the nuts out on the baking sheet to cool and crisp up. They will soak up the oil as they cool.', 'Store in an airtight container at room temperature and enjoy as a snack.']",5,15
Salted Lassi,Salted Yoghurt Drink,none,23872,4.4,5.0,4.0,['VEGETARIAN'],"['500ml Greek yoghurt', '250ml water', '1 tsp black salt', '1 tsp roasted cumin seeds', 'mint leaves to garnish', 'ice cubes']","['Put the yoghurt into a tall jug and add the cold water.', 'Roast the cumin seeds in a pan and grind to a powder in a pestle and mortar.', 'Add half the salt and the roasted cumin powder to the yoghurt mixture.', 'Blend everything together with a whisk\xa0until it is smooth. Check the seasoning and add a little\xa0more salt if required.', 'Put the ice cubes into the glasses and pour the lassi in. add a couple of mint leaves to the lassi.']",10,0
Sarson Ka Saag,Puréed Mustard Greens,medium,49111,4.6,24.0,6.0,['VEGETARIAN'],"['500g palak/spinach', '500g saag mustard leaves if you can find them if not use curly kale or greens (washed and dried thoroughly)', '4cm ginger, roughly chopped', '5 cloves garlic, whole', '1 chilli, roughly chopped', '1 tsp salt', '1-2 tbsp corn flour to thicken (if required)', '4 tomatoes, finely chopped', '65g butter']","['Wash and slice the spinach and place in the bottom of the pressure cooker.', 'Wash and finely slice the greens and place on top of the spinach.', 'Add the ginger, garlic, salt and chilli to the pan and secure the pan lid.', 'Heat the pressure cooker and bring to temperature. When the cooker whistles twice (should take about 10 minutes) reduce the heat and leave to simmer for about 5 minutes.', 'Remove from the heat and leave to cool - DO NOT REMOVE THE LID.', 'Next release the pressure, open the lid and leave to cool for a few minutes.', ""Using your hand blender blitz the saag. The aim is to have a thick bright green puree, if it's a little watery place the cooker back on the stove on a high heat and stir continuously to reduce and thicken.\xa0You can also thicken it up by sprinkling with a little corn flour, but I prefer not to."", 'In a frying pan melt the butter and add the chopped tomatoes. Fry gently until the tomatoes have cooked down to a pulp and you have a thick tomato paste.', 'Stir into the saag, check seasoning and serve.']",10,20
Saunth ki Chutney,Tamarind and Ginger Chutney,medium,30727,4.1,15.0,8.0,['VEGETARIAN'],"['100g tamarind', '150g jaggery grated', '1 tsp Salt', '1 tsp kala namak (pink salt), optional', '1 tsp garam Masala', '½ tsp ginger powder', '½ tsp black pepper', '½ tsp chilli powder']","['If using tamarind in the block form - cover the tamarind in boiling water, leave it to soak for about 10-20minutes.', 'Using a fork mash it well and then strain, save the tamarind water and discard the stones and pulp. (You can repeat this process to get more tamarind water). The tamarind water should be pouring consistency.', 'Pour the tamarind water (or paste) into a pan, add the rest of the ingredients and bring to a boil. Leave to simmer for a few minutes until it thickens to a sauce consistency.', 'Cool and serve.']",5,10
Seekh Kebabs,Skewered Kebabs,medium,59342,3.5,45.0,4.0,['LACTOSE-FREE'],"['500g lamb mince', '4 garlic cloves', '10cm piece of ginger, roughly chopped', '1 chilli, chopped', '1 tsp cumin seeds', '1 tsp garam masala', '1 tsp Kashmiri chilli powder', '1 tsp salt', 'handful of coriander (including stems)', '1 tbsp oil', 'wooden or metal skewers']","['In a pestle and mortar roughly crush the cumin seeds, ginger, chilli and garlic then put into a blender.', 'Then add the mince, garam masala, Kashmiri chilli powder, salt and coriander. Blend to paste and leave to rest in the refridgerator (or freezer) for 15 mins.', 'If using wooden skewers, soak in cold water for at least 30 minutes.', 'Coat your hands in a little oil and take a small ball (size of a walnut) of the lamb mixture and squeeze around the skewer. Set to one side and repeat with the remaining mixture. Refridgerate for at least 30 mins before cooking', 'Cook in a frying pan or griddle for 10 minutes then turn to cook the other side until brown and a little crispy. These are also delicious on the barbecue.', 'Serve with a fresh mint chutney.']",10,15
Sholay,Chickpea Curry,medium,98426,3.8,63.0,4.0,['LACTOSE-FREE'],"['100g dried chickpeas soaked overnight in 1L of water', '1 onion, finely diced', '4 cloves of garlic, finely chopped', '400g/1 tin of tomatoes', '2 tsp ginger grated', '1 tsp salt', '1 green chilli, chopped', '1 tsp turmeric', '1 tsp chilli powder', '1 tsp dried fenugreek leaves', '1 tsp garam masala', '1 handful of coriander, chopped', '1 lemon', '1 or 2 green chillies, chopped to garnish', 'sliced red onion to garnish']","['In the pressure cooker heat oil and add onions and garlic. Fry until golden brown, and if the onions stick just add a dash of water and stir until they have browned.', 'Reduce the heat and add tomatoes, ginger, chilli, salt, turmeric and fenugreek. Cook this sauce until the onions and tomatoes melt together and you are left with an aromatic masala paste.', 'Wash the soaked chickpeas and add to the pan, then stir fry for a few minutes.', 'Add enough hot water to cover the chickpeas and put the lid on the pressure cooker. Bring it to the boil and leave it until it whistles twice, then reduce the heat and let it simmer for 10 minutes.', 'Remove from heat and leave to cool. DO NOT REMOVE LID. Once cooled remove the lid and check the chickpeas are cooked. If they are still hard, check the water and if you need to add a little more then and put the lid on again and repeat step 4.', 'Once cooked through place the pan on the heat and stir-fry the chickpeas to reduce and thicken the sauce.', 'Turn the heat off and squeeze in the juice from 1 lemon and stir in the garam masala.', 'To garnish sprinkle over the fresh coriander, the finely sliced onions and green chillies.']",10,50
Sindhi Masala Fish,Dry fried spiced fish,medium,150084,3.1,171.0,4.0,['LACTOSE-FREE'],"['1 tbsp coriander seeds', '2 tsp fennel seeds', '2 garlic cloves', '2 tbsp plain flour', '1 tbsp turmeric powder', '1 tsp chilli powder', '2 tsp garam masala', '1 tsp salt', '4 large white fish fillets, plaice, haddock or cobbler are good', 'Rapeseed oil to fry']","['Crush the coriander seeds, fennel seeds and garlic cloves in a pestle and mortar then empty into a bowl.', 'Mix in the flour, turmeric, chilli powder, garam masala and salt.', 'Place the fish fillets into the masala mix and coated them then set to one side.', ""In a large deep frying pan, add enough vegetable oil so it's about 5cm deep to fry the fish."", 'Gently heat the oil and test whether it’s ready by dropping a small bit of the masala mixture into the oil, if it fizzes and turns brown in a few seconds the oil is ready.', 'Very gently slip in a couple of fish fillets and cook for around 4–5 minutes, gently turning them over until cooked through and they have turned a wonderful yellow colour.', 'Drain on some kitchen paper.']",5,10
Smoked Bangun Partha,Aubergine Pate,medium,40775,4.3,23.0,4.0,['VEGETARIAN'],"['2 aubergines', '2 tbsp of mustard oil', '2 onions, sliced', '1 heaped tsp cumin seeds', '4cm stick of cassia bark', '1 tsp of salt', '1 tsp of cinnamon powder', '2 green chillies, finely chopped', '½\xa0tsp turmeric', '3 fresh tomatoes, cut into wedges', 'Handful of fresh coriander, chopped']","['Place one aubergine at a time directly onto the flame of your hob turning them with tongs to blacken and blister the outside. Alternatively, cook in a wood burning stove or barbecue to get a wonderful smoky flavour.', 'Once blackened place on a tray and roast in a pre-heated oven at 180oC) for about 10 minutes.\xa0Turn and then leave for a further 10 minutes. They should be soft and cooked through.', 'Leave to cool then either peel the skin away or slice in half and scoop out the flesh discarding the skin. Mash the flesh to a pulp and set to one side.', 'Heat the oil in a pan and add the cumin seed and cassia bark.', 'Once sizzling add the sliced onion and cook until golden brown.', 'Add the chillies, turmeric, salt, cinnamon powder and stir in the aubergine flesh. Leave to cook for 20 minutes until you have a thick spicy masala pate.', 'Add the tomatoes and cook for another few minutes then remove from the heat.', 'Add a handful of fresh coriander before serving. I sometimes also like to add a splash of coconut milk to make it nice and creamy.']",10,35
Smoked Tomato Sauce,A healthy tomato relish with seriously deep flavours.,medium,18912,4.3,6.0,12.0,['VEGETARIAN'],"['5 cloves of garlic, peeled and finely chopped', '1 tsp kalonji seeds', '1 tsp salt', '2 dried\xa0red chillies', '1 green chilli, chopped', '10 tomatoes', 'lump of smoking charcoal']","['Heat oil in a pan and add the garlic.', 'Fry until it starts to brown.', 'Add the kalonji seeds, salt and chillies.', 'Stir then add the tomatoes, bring to the boil then reduce the heat and leave to cook gently for about 30 minutes to an hour until thick.', ""Leave to cool and place into a dish. To infuse the smoky flavour make a foil bowl and place in the centre of the chutney. Carefully heat a piece of charcoal until it's smoking then place it in the foil cup. Cover the whole dish with foil and set aside for half an hour to allow the smoky flavours to infuse into the chutney.""]",10,60
